"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.81900000000E+009, -3.63843541887E+000, +0.00000000000E+000
+1.82000000000E+009, -3.65640814530E+000, +0.00000000000E+000
+1.82100000000E+009, -3.68234045669E+000, +0.00000000000E+000
+1.82200000000E+009, -3.71359690910E+000, +0.00000000000E+000
+1.82300000000E+009, -3.74629671563E+000, +0.00000000000E+000
+1.82400000000E+009, -3.77526979905E+000, +0.00000000000E+000
+1.82500000000E+009, -3.80503079900E+000, +0.00000000000E+000
+1.82600000000E+009, -3.82591181183E+000, +0.00000000000E+000
+1.82700000000E+009, -3.85511761693E+000, +0.00000000000E+000
+1.82800000000E+009, -3.88588820174E+000, +0.00000000000E+000
+1.82900000000E+009, -3.90370128098E+000, +0.00000000000E+000
+1.83000000000E+009, -3.92358231715E+000, +0.00000000000E+000
+1.83100000000E+009, -3.93624920522E+000, +0.00000000000E+000
+1.83200000000E+009, -3.95395371905E+000, +0.00000000000E+000
+1.83300000000E+009, -3.96174247015E+000, +0.00000000000E+000
+1.83400000000E+009, -3.97190293707E+000, +0.00000000000E+000
+1.83500000000E+009, -3.99777147220E+000, +0.00000000000E+000
+1.83600000000E+009, -4.00890280906E+000, +0.00000000000E+000
+1.83700000000E+009, -4.02870091880E+000, +0.00000000000E+000
+1.83800000000E+009, -4.04591314447E+000, +0.00000000000E+000
+1.83900000000E+009, -4.06866718814E+000, +0.00000000000E+000
+1.84000000000E+009, -4.08576864539E+000, +0.00000000000E+000
+1.84100000000E+009, -4.10774313566E+000, +0.00000000000E+000
+1.84200000000E+009, -4.12204825710E+000, +0.00000000000E+000
+1.84300000000E+009, -4.15264380510E+000, +0.00000000000E+000
+1.84400000000E+009, -4.17456626020E+000, +0.00000000000E+000
+1.84500000000E+009, -4.20785166026E+000, +0.00000000000E+000
+1.84600000000E+009, -4.24167442363E+000, +0.00000000000E+000
+1.84700000000E+009, -4.27794520881E+000, +0.00000000000E+000
+1.84800000000E+009, -4.31359284913E+000, +0.00000000000E+000
+1.84900000000E+009, -4.35836442227E+000, +0.00000000000E+000
+1.85000000000E+009, -4.40101530642E+000, +0.00000000000E+000
+1.85100000000E+009, -4.44796605920E+000, +0.00000000000E+000
+1.85200000000E+009, -4.48689815062E+000, +0.00000000000E+000
+1.85300000000E+009, -4.54000383071E+000, +0.00000000000E+000
+1.85400000000E+009, -4.58911597463E+000, +0.00000000000E+000
+1.85500000000E+009, -4.63899162290E+000, +0.00000000000E+000
+1.85600000000E+009, -4.70168212606E+000, +0.00000000000E+000
+1.85700000000E+009, -4.75991916501E+000, +0.00000000000E+000
+1.85800000000E+009, -4.81405325447E+000, +0.00000000000E+000
+1.85900000000E+009, -4.86911501937E+000, +0.00000000000E+000
+1.86000000000E+009, -4.92263596445E+000, +0.00000000000E+000
+1.86100000000E+009, -4.98288044749E+000, +0.00000000000E+000
+1.86200000000E+009, -5.03038934834E+000, +0.00000000000E+000
+1.86300000000E+009, -5.08311199770E+000, +0.00000000000E+000
+1.86400000000E+009, -5.13366884267E+000, +0.00000000000E+000
+1.86500000000E+009, -5.18537232101E+000, +0.00000000000E+000
+1.86600000000E+009, -5.23353336507E+000, +0.00000000000E+000
+1.86700000000E+009, -5.27881413262E+000, +0.00000000000E+000
+1.86800000000E+009, -5.31479118597E+000, +0.00000000000E+000
+1.86900000000E+009, -5.36306925692E+000, +0.00000000000E+000
+1.87000000000E+009, -5.40498657924E+000, +0.00000000000E+000
+1.87100000000E+009, -5.44199424628E+000, +0.00000000000E+000
+1.87200000000E+009, -5.47799910821E+000, +0.00000000000E+000
+1.87300000000E+009, -5.51500020086E+000, +0.00000000000E+000
+1.87400000000E+009, -5.54374585885E+000, +0.00000000000E+000
+1.87500000000E+009, -5.58458080580E+000, +0.00000000000E+000
+1.87600000000E+009, -5.63057690881E+000, +0.00000000000E+000
+1.87700000000E+009, -5.66868950976E+000, +0.00000000000E+000
+1.87800000000E+009, -5.70663756653E+000, +0.00000000000E+000
+1.87900000000E+009, -5.73944175381E+000, +0.00000000000E+000
+1.88000000000E+009, -5.77588807277E+000, +0.00000000000E+000
+1.88100000000E+009, -5.81282717034E+000, +0.00000000000E+000
+1.88200000000E+009, -5.84138880485E+000, +0.00000000000E+000
+1.88300000000E+009, -5.86899039160E+000, +0.00000000000E+000
+1.88400000000E+009, -5.91255062464E+000, +0.00000000000E+000
+1.88500000000E+009, -5.93753077734E+000, +0.00000000000E+000
+1.88600000000E+009, -5.96301291090E+000, +0.00000000000E+000
+1.88700000000E+009, -5.98930915678E+000, +0.00000000000E+000
+1.88800000000E+009, -5.99855624001E+000, +0.00000000000E+000
+1.88900000000E+009, -6.01696410900E+000, +0.00000000000E+000
+1.89000000000E+009, -6.03107790472E+000, +0.00000000000E+000
+1.89100000000E+009, -6.05904648861E+000, +0.00000000000E+000
+1.89200000000E+009, -6.08573982311E+000, +0.00000000000E+000
+1.89300000000E+009, -6.10841687280E+000, +0.00000000000E+000
+1.89400000000E+009, -6.15024957852E+000, +0.00000000000E+000
+1.89500000000E+009, -6.18998710356E+000, +0.00000000000E+000
+1.89600000000E+009, -6.23293012828E+000, +0.00000000000E+000
+1.89700000000E+009, -6.26834063067E+000, +0.00000000000E+000
+1.89800000000E+009, -6.30815392023E+000, +0.00000000000E+000
+1.89900000000E+009, -6.35522924767E+000, +0.00000000000E+000
+1.90000000000E+009, -6.39039670941E+000, +0.00000000000E+000
+1.90100000000E+009, -6.45442179142E+000, +0.00000000000E+000
+1.90200000000E+009, -6.52078630140E+000, +0.00000000000E+000
+1.90300000000E+009, -6.58616531407E+000, +0.00000000000E+000
+1.90400000000E+009, -6.66710509855E+000, +0.00000000000E+000
+1.90500000000E+009, -6.74988866788E+000, +0.00000000000E+000
+1.90600000000E+009, -6.82731717893E+000, +0.00000000000E+000
+1.90700000000E+009, -6.89372312633E+000, +0.00000000000E+000
+1.90800000000E+009, -6.96658533717E+000, +0.00000000000E+000
+1.90900000000E+009, -7.01503148208E+000, +0.00000000000E+000
+1.91000000000E+009, -7.05365370015E+000, +0.00000000000E+000
+1.91100000000E+009, -7.09670646090E+000, +0.00000000000E+000
+1.91200000000E+009, -7.12798127399E+000, +0.00000000000E+000
+1.91300000000E+009, -7.15152699452E+000, +0.00000000000E+000
+1.91400000000E+009, -7.18265082771E+000, +0.00000000000E+000
+1.91500000000E+009, -7.20580324449E+000, +0.00000000000E+000
+1.91600000000E+009, -7.21838065280E+000, +0.00000000000E+000
+1.91700000000E+009, -7.24235327967E+000, +0.00000000000E+000
+1.91800000000E+009, -7.26273876549E+000, +0.00000000000E+000
+1.91900000000E+009, -7.29224124668E+000, +0.00000000000E+000
+1.92000000000E+009, -7.33017791788E+000, +0.00000000000E+000
+1.92100000000E+009, -7.36297979459E+000, +0.00000000000E+000
+1.92200000000E+009, -7.41983898537E+000, +0.00000000000E+000
+1.92300000000E+009, -7.46761753844E+000, +0.00000000000E+000
+1.92400000000E+009, -7.53090272255E+000, +0.00000000000E+000
+1.92500000000E+009, -7.58032050636E+000, +0.00000000000E+000
+1.92600000000E+009, -7.63456580194E+000, +0.00000000000E+000
+1.92700000000E+009, -7.67766716847E+000, +0.00000000000E+000
+1.92800000000E+009, -7.74338835355E+000, +0.00000000000E+000
+1.92900000000E+009, -7.79804172007E+000, +0.00000000000E+000
+1.93000000000E+009, -7.86936116378E+000, +0.00000000000E+000
+1.93100000000E+009, -7.93620037555E+000, +0.00000000000E+000
+1.93200000000E+009, -8.01700362454E+000, +0.00000000000E+000
+1.93300000000E+009, -8.08672413546E+000, +0.00000000000E+000
+1.93400000000E+009, -8.16645836037E+000, +0.00000000000E+000
+1.93500000000E+009, -8.23368289044E+000, +0.00000000000E+000
+1.93600000000E+009, -8.30179161698E+000, +0.00000000000E+000
+1.93700000000E+009, -8.35769304537E+000, +0.00000000000E+000
+1.93800000000E+009, -8.41161499041E+000, +0.00000000000E+000
+1.93900000000E+009, -8.46899176572E+000, +0.00000000000E+000
+1.94000000000E+009, -8.51903805717E+000, +0.00000000000E+000
+1.94100000000E+009, -8.56634421846E+000, +0.00000000000E+000
+1.94200000000E+009, -8.62103086643E+000, +0.00000000000E+000
+1.94300000000E+009, -8.65822421722E+000, +0.00000000000E+000
+1.94400000000E+009, -8.70021839244E+000, +0.00000000000E+000
+1.94500000000E+009, -8.76202277563E+000, +0.00000000000E+000
+1.94600000000E+009, -8.79797376693E+000, +0.00000000000E+000
+1.94700000000E+009, -8.86556370439E+000, +0.00000000000E+000
+1.94800000000E+009, -8.91629013307E+000, +0.00000000000E+000
+1.94900000000E+009, -8.98528413046E+000, +0.00000000000E+000
+1.95000000000E+009, -9.06214197192E+000, +0.00000000000E+000
+1.95100000000E+009, -9.13422386122E+000, +0.00000000000E+000
+1.95200000000E+009, -9.22145692328E+000, +0.00000000000E+000
+1.95300000000E+009, -9.30356616922E+000, +0.00000000000E+000
+1.95400000000E+009, -9.38708167015E+000, +0.00000000000E+000
+1.95500000000E+009, -9.47968698765E+000, +0.00000000000E+000
+1.95600000000E+009, -9.58629902852E+000, +0.00000000000E+000
+1.95700000000E+009, -9.69595830564E+000, +0.00000000000E+000
+1.95800000000E+009, -9.79992146646E+000, +0.00000000000E+000
+1.95900000000E+009, -9.92479814037E+000, +0.00000000000E+000
+1.96000000000E+009, -1.00320617629E+001, +0.00000000000E+000
+1.96100000000E+009, -1.01492985190E+001, +0.00000000000E+000
+1.96200000000E+009, -1.02627257431E+001, +0.00000000000E+000
+1.96300000000E+009, -1.03683047904E+001, +0.00000000000E+000
+1.96400000000E+009, -1.04803430365E+001, +0.00000000000E+000
+1.96500000000E+009, -1.05568310770E+001, +0.00000000000E+000
+1.96600000000E+009, -1.06369664931E+001, +0.00000000000E+000
+1.96700000000E+009, -1.07102936109E+001, +0.00000000000E+000
+1.96800000000E+009, -1.07652315932E+001, +0.00000000000E+000
+1.96900000000E+009, -1.08285530276E+001, +0.00000000000E+000
+1.97000000000E+009, -1.08909550291E+001, +0.00000000000E+000
+1.97100000000E+009, -1.09547053889E+001, +0.00000000000E+000
+1.97200000000E+009, -1.10486599586E+001, +0.00000000000E+000
+1.97300000000E+009, -1.11184135512E+001, +0.00000000000E+000
+1.97400000000E+009, -1.12111977756E+001, +0.00000000000E+000
+1.97500000000E+009, -1.12950286681E+001, +0.00000000000E+000
+1.97600000000E+009, -1.13813830956E+001, +0.00000000000E+000
+1.97700000000E+009, -1.14610596952E+001, +0.00000000000E+000
+1.97800000000E+009, -1.15591294872E+001, +0.00000000000E+000
+1.97900000000E+009, -1.16584975134E+001, +0.00000000000E+000
+1.98000000000E+009, -1.17852111394E+001, +0.00000000000E+000
+1.98100000000E+009, -1.19086794654E+001, +0.00000000000E+000
+1.98200000000E+009, -1.20377271600E+001, +0.00000000000E+000
+1.98300000000E+009, -1.21614661328E+001, +0.00000000000E+000
+1.98400000000E+009, -1.22816951094E+001, +0.00000000000E+000
+1.98500000000E+009, -1.24242119612E+001, +0.00000000000E+000
+1.98600000000E+009, -1.25230982138E+001, +0.00000000000E+000
+1.98700000000E+009, -1.26368056738E+001, +0.00000000000E+000
+1.98800000000E+009, -1.27399462006E+001, +0.00000000000E+000
+1.98900000000E+009, -1.28420055622E+001, +0.00000000000E+000
+1.99000000000E+009, -1.29451258023E+001, +0.00000000000E+000
+1.99100000000E+009, -1.30365415807E+001, +0.00000000000E+000
+1.99200000000E+009, -1.31294739863E+001, +0.00000000000E+000
+1.99300000000E+009, -1.32471691748E+001, +0.00000000000E+000
+1.99400000000E+009, -1.33779303570E+001, +0.00000000000E+000
+1.99500000000E+009, -1.35295107817E+001, +0.00000000000E+000
+1.99600000000E+009, -1.36882739077E+001, +0.00000000000E+000
+1.99700000000E+009, -1.38652851276E+001, +0.00000000000E+000
+1.99800000000E+009, -1.40572343013E+001, +0.00000000000E+000
+1.99900000000E+009, -1.42660840779E+001, +0.00000000000E+000
+2.00000000000E+009, -1.44664713644E+001, +0.00000000000E+000
+2.00100000000E+009, -1.46707368729E+001, +0.00000000000E+000
+2.00200000000E+009, -1.48769676266E+001, +0.00000000000E+000
+2.00300000000E+009, -1.50703605289E+001, +0.00000000000E+000
+2.00400000000E+009, -1.52280213457E+001, +0.00000000000E+000
+2.00500000000E+009, -1.53907925825E+001, +0.00000000000E+000
+2.00600000000E+009, -1.55263565314E+001, +0.00000000000E+000
+2.00700000000E+009, -1.56573349122E+001, +0.00000000000E+000
+2.00800000000E+009, -1.57860344960E+001, +0.00000000000E+000
+2.00900000000E+009, -1.59069169603E+001, +0.00000000000E+000
+2.01000000000E+009, -1.60291030035E+001, +0.00000000000E+000
+2.01100000000E+009, -1.61437439728E+001, +0.00000000000E+000
+2.01200000000E+009, -1.62678966044E+001, +0.00000000000E+000
+2.01300000000E+009, -1.63938960416E+001, +0.00000000000E+000
+2.01400000000E+009, -1.65177699649E+001, +0.00000000000E+000
+2.01500000000E+009, -1.66469072711E+001, +0.00000000000E+000
+2.01600000000E+009, -1.67718760641E+001, +0.00000000000E+000
+2.01700000000E+009, -1.69306810975E+001, +0.00000000000E+000
+2.01800000000E+009, -1.70655325347E+001, +0.00000000000E+000
+2.01900000000E+009, -1.72589699442E+001, +0.00000000000E+000
+2.02000000000E+009, -1.73806571519E+001, +0.00000000000E+000
+2.02100000000E+009, -1.74998134989E+001, +0.00000000000E+000
+2.02200000000E+009, -1.75931749615E+001, +0.00000000000E+000
+2.02300000000E+009, -1.77054453040E+001, +0.00000000000E+000
+2.02400000000E+009, -1.78013686306E+001, +0.00000000000E+000
+2.02500000000E+009, -1.79155248133E+001, +0.00000000000E+000
+2.02600000000E+009, -1.80314814004E+001, +0.00000000000E+000
+2.02700000000E+009, -1.81272166318E+001, +0.00000000000E+000
+2.02800000000E+009, -1.82343255343E+001, +0.00000000000E+000
+2.02900000000E+009, -1.83557491739E+001, +0.00000000000E+000
+2.03000000000E+009, -1.84749196549E+001, +0.00000000000E+000
+2.03100000000E+009, -1.85938488804E+001, +0.00000000000E+000
+2.03200000000E+009, -1.87535403646E+001, +0.00000000000E+000
+2.03300000000E+009, -1.89393178984E+001, +0.00000000000E+000
+2.03400000000E+009, -1.91093104341E+001, +0.00000000000E+000
+2.03500000000E+009, -1.93027886652E+001, +0.00000000000E+000
+2.03600000000E+009, -1.95390863090E+001, +0.00000000000E+000
+2.03700000000E+009, -1.97520598216E+001, +0.00000000000E+000
+2.03800000000E+009, -1.99554354564E+001, +0.00000000000E+000
+2.03900000000E+009, -2.01075796686E+001, +0.00000000000E+000
+2.04000000000E+009, -2.02841056481E+001, +0.00000000000E+000
+2.04100000000E+009, -2.04915567215E+001, +0.00000000000E+000
+2.04200000000E+009, -2.06356712618E+001, +0.00000000000E+000
+2.04300000000E+009, -2.07928377417E+001, +0.00000000000E+000
+2.04400000000E+009, -2.09628050683E+001, +0.00000000000E+000
+2.04500000000E+009, -2.12019888633E+001, +0.00000000000E+000
+2.04600000000E+009, -2.14072223849E+001, +0.00000000000E+000
+2.04700000000E+009, -2.16895957707E+001, +0.00000000000E+000
+2.04800000000E+009, -2.19373775004E+001, +0.00000000000E+000
+2.04900000000E+009, -2.22110565873E+001, +0.00000000000E+000
+2.05000000000E+009, -2.24634375967E+001, +0.00000000000E+000
+2.05100000000E+009, -2.27125759850E+001, +0.00000000000E+000
+2.05200000000E+009, -2.30158614366E+001, +0.00000000000E+000
+2.05300000000E+009, -2.32807402868E+001, +0.00000000000E+000
+2.05400000000E+009, -2.34487477824E+001, +0.00000000000E+000
+2.05500000000E+009, -2.36025375203E+001, +0.00000000000E+000
+2.05600000000E+009, -2.37876958037E+001, +0.00000000000E+000
+2.05700000000E+009, -2.38862904108E+001, +0.00000000000E+000
+2.05800000000E+009, -2.40305707203E+001, +0.00000000000E+000
+2.05900000000E+009, -2.42184362138E+001, +0.00000000000E+000
+2.06000000000E+009, -2.43430186754E+001, +0.00000000000E+000
+2.06100000000E+009, -2.44022817237E+001, +0.00000000000E+000
+2.06200000000E+009, -2.44158305055E+001, +0.00000000000E+000
+2.06300000000E+009, -2.42027800606E+001, +0.00000000000E+000
+2.06400000000E+009, -2.39755017468E+001, +0.00000000000E+000
+2.06500000000E+009, -2.37722191167E+001, +0.00000000000E+000
+2.06600000000E+009, -2.35451303222E+001, +0.00000000000E+000
+2.06700000000E+009, -2.33127654850E+001, +0.00000000000E+000
+2.06800000000E+009, -2.32393869411E+001, +0.00000000000E+000
+2.06900000000E+009, -2.31854071679E+001, +0.00000000000E+000
+2.07000000000E+009, -2.31923365229E+001, +0.00000000000E+000
+2.07100000000E+009, -2.32754969825E+001, +0.00000000000E+000
+2.07200000000E+009, -2.33286062172E+001, +0.00000000000E+000
+2.07300000000E+009, -2.34365216181E+001, +0.00000000000E+000
+2.07400000000E+009, -2.35849621524E+001, +0.00000000000E+000
+2.07500000000E+009, -2.37198219217E+001, +0.00000000000E+000
+2.07600000000E+009, -2.38935918449E+001, +0.00000000000E+000
+2.07700000000E+009, -2.39788648752E+001, +0.00000000000E+000
+2.07800000000E+009, -2.38992553337E+001, +0.00000000000E+000
+2.07900000000E+009, -2.37661019272E+001, +0.00000000000E+000
+2.08000000000E+009, -2.36909341587E+001, +0.00000000000E+000
+2.08100000000E+009, -2.35518982736E+001, +0.00000000000E+000
+2.08200000000E+009, -2.33664498807E+001, +0.00000000000E+000
+2.08300000000E+009, -2.32643848562E+001, +0.00000000000E+000
+2.08400000000E+009, -2.31339676173E+001, +0.00000000000E+000
+2.08500000000E+009, -2.29670661318E+001, +0.00000000000E+000
+2.08600000000E+009, -2.27778308020E+001, +0.00000000000E+000
+2.08700000000E+009, -2.25365850216E+001, +0.00000000000E+000
+2.08800000000E+009, -2.22759080220E+001, +0.00000000000E+000
+2.08900000000E+009, -2.20328151729E+001, +0.00000000000E+000
+2.09000000000E+009, -2.18588516655E+001, +0.00000000000E+000
+2.09100000000E+009, -2.17103372804E+001, +0.00000000000E+000
+2.09200000000E+009, -2.15577633064E+001, +0.00000000000E+000
+2.09300000000E+009, -2.14655190614E+001, +0.00000000000E+000
+2.09400000000E+009, -2.14200807727E+001, +0.00000000000E+000
+2.09500000000E+009, -2.14604184525E+001, +0.00000000000E+000
+2.09600000000E+009, -2.14753265408E+001, +0.00000000000E+000
+2.09700000000E+009, -2.14741419933E+001, +0.00000000000E+000
+2.09800000000E+009, -2.14399934467E+001, +0.00000000000E+000
+2.09900000000E+009, -2.13341462079E+001, +0.00000000000E+000
+2.10000000000E+009, -2.12510572299E+001, +0.00000000000E+000
+2.10100000000E+009, -2.11528975239E+001, +0.00000000000E+000
+2.10200000000E+009, -2.10708302065E+001, +0.00000000000E+000
+2.10300000000E+009, -2.09155882655E+001, +0.00000000000E+000
+2.10400000000E+009, -2.06885470729E+001, +0.00000000000E+000
+2.10500000000E+009, -2.04375959088E+001, +0.00000000000E+000
+2.10600000000E+009, -2.01817945835E+001, +0.00000000000E+000
+2.10700000000E+009, -1.98810498617E+001, +0.00000000000E+000
+2.10800000000E+009, -1.96005433474E+001, +0.00000000000E+000
+2.10900000000E+009, -1.93800478864E+001, +0.00000000000E+000
+2.11000000000E+009, -1.91887581381E+001, +0.00000000000E+000
+2.11100000000E+009, -1.90328442142E+001, +0.00000000000E+000
+2.11200000000E+009, -1.88716744209E+001, +0.00000000000E+000
+2.11300000000E+009, -1.87400450465E+001, +0.00000000000E+000
+2.11400000000E+009, -1.86585598371E+001, +0.00000000000E+000
+2.11500000000E+009, -1.85417784399E+001, +0.00000000000E+000
+2.11600000000E+009, -1.84707154625E+001, +0.00000000000E+000
+2.11700000000E+009, -1.84056703514E+001, +0.00000000000E+000
+2.11800000000E+009, -1.83672814777E+001, +0.00000000000E+000
+2.11900000000E+009, -1.83064501700E+001, +0.00000000000E+000
+2.12000000000E+009, -1.82423260030E+001, +0.00000000000E+000
+2.12100000000E+009, -1.81610349250E+001, +0.00000000000E+000
+2.12200000000E+009, -1.80680016567E+001, +0.00000000000E+000
+2.12300000000E+009, -1.80036413734E+001, +0.00000000000E+000
+2.12400000000E+009, -1.79139058199E+001, +0.00000000000E+000
+2.12500000000E+009, -1.78519435664E+001, +0.00000000000E+000
+2.12600000000E+009, -1.77742317667E+001, +0.00000000000E+000
+2.12700000000E+009, -1.76713001140E+001, +0.00000000000E+000
+2.12800000000E+009, -1.75562196358E+001, +0.00000000000E+000
+2.12900000000E+009, -1.74507199727E+001, +0.00000000000E+000
+2.13000000000E+009, -1.73242621618E+001, +0.00000000000E+000
+2.13100000000E+009, -1.71991140697E+001, +0.00000000000E+000
+2.13200000000E+009, -1.70884198412E+001, +0.00000000000E+000
+2.13300000000E+009, -1.69508337751E+001, +0.00000000000E+000
+2.13400000000E+009, -1.67875488788E+001, +0.00000000000E+000
+2.13500000000E+009, -1.66455486713E+001, +0.00000000000E+000
+2.13600000000E+009, -1.64983242100E+001, +0.00000000000E+000
+2.13700000000E+009, -1.63651869126E+001, +0.00000000000E+000
+2.13800000000E+009, -1.62503815186E+001, +0.00000000000E+000
+2.13900000000E+009, -1.61421097243E+001, +0.00000000000E+000
+2.14000000000E+009, -1.60532054849E+001, +0.00000000000E+000
+2.14100000000E+009, -1.59675323481E+001, +0.00000000000E+000
+2.14200000000E+009, -1.58560833037E+001, +0.00000000000E+000
+2.14300000000E+009, -1.57386611592E+001, +0.00000000000E+000
+2.14400000000E+009, -1.56353284795E+001, +0.00000000000E+000
+2.14500000000E+009, -1.55125044367E+001, +0.00000000000E+000
+2.14600000000E+009, -1.54333198704E+001, +0.00000000000E+000
+2.14700000000E+009, -1.53209455999E+001, +0.00000000000E+000
+2.14800000000E+009, -1.52535152771E+001, +0.00000000000E+000
+2.14900000000E+009, -1.51804101636E+001, +0.00000000000E+000
+2.15000000000E+009, -1.51002436804E+001, +0.00000000000E+000
+2.15100000000E+009, -1.50507553231E+001, +0.00000000000E+000
+2.15200000000E+009, -1.49876014612E+001, +0.00000000000E+000
+2.15300000000E+009, -1.48989214677E+001, +0.00000000000E+000
+2.15400000000E+009, -1.48343265661E+001, +0.00000000000E+000
+2.15500000000E+009, -1.47635188385E+001, +0.00000000000E+000
+2.15600000000E+009, -1.46814730148E+001, +0.00000000000E+000
+2.15700000000E+009, -1.45942098574E+001, +0.00000000000E+000
+2.15800000000E+009, -1.45272170479E+001, +0.00000000000E+000
+2.15900000000E+009, -1.44502175469E+001, +0.00000000000E+000
+2.16000000000E+009, -1.43710694647E+001, +0.00000000000E+000
+2.16100000000E+009, -1.42980953889E+001, +0.00000000000E+000
+2.16200000000E+009, -1.42453536612E+001, +0.00000000000E+000
+2.16300000000E+009, -1.41794380275E+001, +0.00000000000E+000
+2.16400000000E+009, -1.41353610796E+001, +0.00000000000E+000
+2.16500000000E+009, -1.40714313455E+001, +0.00000000000E+000
+2.16600000000E+009, -1.40379163289E+001, +0.00000000000E+000
+2.16700000000E+009, -1.39892438509E+001, +0.00000000000E+000
+2.16800000000E+009, -1.39227382301E+001, +0.00000000000E+000
+2.16900000000E+009, -1.38833712076E+001, +0.00000000000E+000
+2.17000000000E+009, -1.38328680563E+001, +0.00000000000E+000
+2.17100000000E+009, -1.37931114291E+001, +0.00000000000E+000
+2.17200000000E+009, -1.37501677506E+001, +0.00000000000E+000
+2.17300000000E+009, -1.37096173451E+001, +0.00000000000E+000
+2.17400000000E+009, -1.36490673698E+001, +0.00000000000E+000
+2.17500000000E+009, -1.35821742387E+001, +0.00000000000E+000
+2.17600000000E+009, -1.35058323275E+001, +0.00000000000E+000
+2.17700000000E+009, -1.34352429903E+001, +0.00000000000E+000
+2.17800000000E+009, -1.33499869054E+001, +0.00000000000E+000
+2.17900000000E+009, -1.32699978761E+001, +0.00000000000E+000
+2.18000000000E+009, -1.32174634222E+001, +0.00000000000E+000
+2.18100000000E+009, -1.31460766986E+001, +0.00000000000E+000
+2.18200000000E+009, -1.30568126448E+001, +0.00000000000E+000
+2.18300000000E+009, -1.29473550520E+001, +0.00000000000E+000
+2.18400000000E+009, -1.28323635375E+001, +0.00000000000E+000
+2.18500000000E+009, -1.27216483908E+001, +0.00000000000E+000
+2.18600000000E+009, -1.26138601278E+001, +0.00000000000E+000
+2.18700000000E+009, -1.25027633565E+001, +0.00000000000E+000
+2.18800000000E+009, -1.24263877066E+001, +0.00000000000E+000
+2.18900000000E+009, -1.23266236087E+001, +0.00000000000E+000
+2.19000000000E+009, -1.22457693293E+001, +0.00000000000E+000
+2.19100000000E+009, -1.21548101950E+001, +0.00000000000E+000
+2.19200000000E+009, -1.20663445306E+001, +0.00000000000E+000
+2.19300000000E+009, -1.19865069620E+001, +0.00000000000E+000
+2.19400000000E+009, -1.19034136891E+001, +0.00000000000E+000
+2.19500000000E+009, -1.18337590996E+001, +0.00000000000E+000
+2.19600000000E+009, -1.17689739635E+001, +0.00000000000E+000
+2.19700000000E+009, -1.16999432871E+001, +0.00000000000E+000
+2.19800000000E+009, -1.16333618935E+001, +0.00000000000E+000
+2.19900000000E+009, -1.15727320778E+001, +0.00000000000E+000
+2.20000000000E+009, -1.15123572743E+001, +0.00000000000E+000
+2.20100000000E+009, -1.14579573040E+001, +0.00000000000E+000
+2.20200000000E+009, -1.14255076150E+001, +0.00000000000E+000
+2.20300000000E+009, -1.13898794271E+001, +0.00000000000E+000
+2.20400000000E+009, -1.13408448927E+001, +0.00000000000E+000
+2.20500000000E+009, -1.13088248361E+001, +0.00000000000E+000
+2.20600000000E+009, -1.12468846309E+001, +0.00000000000E+000
+2.20700000000E+009, -1.11894126098E+001, +0.00000000000E+000
+2.20800000000E+009, -1.11234869835E+001, +0.00000000000E+000
+2.20900000000E+009, -1.10570827191E+001, +0.00000000000E+000
+2.21000000000E+009, -1.09919309067E+001, +0.00000000000E+000
+2.21100000000E+009, -1.09287266820E+001, +0.00000000000E+000
+2.21200000000E+009, -1.08703278575E+001, +0.00000000000E+000
+2.21300000000E+009, -1.08438300508E+001, +0.00000000000E+000
+2.21400000000E+009, -1.08098349274E+001, +0.00000000000E+000
+2.21500000000E+009, -1.07721727298E+001, +0.00000000000E+000
+2.21600000000E+009, -1.07596513093E+001, +0.00000000000E+000
+2.21700000000E+009, -1.07438676521E+001, +0.00000000000E+000
+2.21800000000E+009, -1.07297281631E+001, +0.00000000000E+000
+2.21900000000E+009, -1.07190626553E+001, +0.00000000000E+000
+2.22000000000E+009, -1.07086629095E+001, +0.00000000000E+000
+2.22100000000E+009, -1.07179250344E+001, +0.00000000000E+000
+2.22200000000E+009, -1.07300885602E+001, +0.00000000000E+000
+2.22300000000E+009, -1.07474124650E+001, +0.00000000000E+000
+2.22400000000E+009, -1.07572163842E+001, +0.00000000000E+000
+2.22500000000E+009, -1.07483929993E+001, +0.00000000000E+000
+2.22600000000E+009, -1.07427251987E+001, +0.00000000000E+000
+2.22700000000E+009, -1.07280407216E+001, +0.00000000000E+000
+2.22800000000E+009, -1.06955260626E+001, +0.00000000000E+000
+2.22900000000E+009, -1.06774696800E+001, +0.00000000000E+000
+2.23000000000E+009, -1.06667075900E+001, +0.00000000000E+000
+2.23100000000E+009, -1.06598192230E+001, +0.00000000000E+000
+2.23200000000E+009, -1.06466273279E+001, +0.00000000000E+000
+2.23300000000E+009, -1.06158912296E+001, +0.00000000000E+000
+2.23400000000E+009, -1.06052173900E+001, +0.00000000000E+000
+2.23500000000E+009, -1.05841395062E+001, +0.00000000000E+000
+2.23600000000E+009, -1.05647211061E+001, +0.00000000000E+000
+2.23700000000E+009, -1.05573079835E+001, +0.00000000000E+000
+2.23800000000E+009, -1.05461351778E+001, +0.00000000000E+000
+2.23900000000E+009, -1.05203351130E+001, +0.00000000000E+000
+2.24000000000E+009, -1.05084769002E+001, +0.00000000000E+000
+2.24100000000E+009, -1.04952926032E+001, +0.00000000000E+000
